timestamp,ambient_c,pump_vibration_mm_s,hvac_compressor_kw,solar_inverter_kw
2026-07-09 08:35,38.31,2.22,10.669,44.679
2026-07-09 08:36,38.75,2.276,10.903,43.86
2026-07-09 08:37,38.42,2.266,10.758,43.101
2026-07-09 08:38,38.13,2.322,11.096,43.559
2026-07-09 08:39,38.49,2.294,10.979,43.376
2026-07-09 08:40,38.74,2.253,11.211,44.674
2026-07-09 08:41,38.06,2.217,10.414,44.301
2026-07-09 08:42,37.92,2.212,10.559,44.572
2026-07-09 08:43,38.4,2.184,11.543,46.342
2026-07-09 08:44,38.42,2.358,11.178,45.274
2026-07-09 08:45,39.23,2.243,11.377,46.105
2026-07-09 08:46,38.34,2.166,11.259,46.912
2026-07-09 08:47,38.48,2.251,11.182,47.31
2026-07-09 08:48,38.56,2.3,10.65,46.711
2026-07-09 08:49,38.19,2.343,11.19,48.242
2026-07-09 08:50,38.39,2.224,11.272,48.459
2026-07-09 08:51,38.43,2.246,10.573,47.219
2026-07-09 08:52,38.62,2.221,10.556,48.798
2026-07-09 08:53,38.95,2.334,10.74,49.218
2026-07-09 08:54,39.11,2.279,11.038,48.867
2026-07-09 08:55,39.0,2.492,10.63,49.33
2026-07-09 08:56,38.56,2.393,11.372,49.733
2026-07-09 08:57,38.89,2.254,11.195,49.591
2026-07-09 08:58,39.16,2.248,11.15,49.728
2026-07-09 08:59,38.74,2.275,10.902,51.303
2026-07-09 09:00,39.36,2.275,11.062,50.809
2026-07-09 09:01,39.32,2.23,10.971,51.51
2026-07-09 09:02,39.78,2.375,11.126,52.724
2026-07-09 09:03,39.1,2.325,10.772,52.68
2026-07-09 09:04,39.43,2.206,11.554,52.7
2026-07-09 09:05,39.58,2.026,11.461,52.486
2026-07-09 09:06,39.38,2.337,11.06,52.827
2026-07-09 09:07,39.46,2.412,11.173,54.269
2026-07-09 09:08,39.4,2.116,11.312,54.115
2026-07-09 09:09,39.5,2.215,11.632,53.86
2026-07-09 09:10,39.76,2.404,10.895,54.124
2026-07-09 09:11,39.3,2.124,11.234,54.112
2026-07-09 09:12,39.52,2.255,11.338,56.005
2026-07-09 09:13,40.06,2.426,11.812,54.357
2026-07-09 09:14,39.38,2.329,11.264,55.736
2026-07-09 09:15,39.71,2.259,11.107,55.266
2026-07-09 09:16,39.71,2.288,11.658,56.313
2026-07-09 09:17,39.68,2.206,11.371,56.544
2026-07-09 09:18,40.18,2.254,11.475,56.887
2026-07-09 09:19,39.6,2.361,11.561,56.729
2026-07-09 09:20,40.07,2.344,11.643,56.466
2026-07-09 09:21,39.79,2.269,11.565,56.796
2026-07-09 09:22,40.0,2.226,11.782,57.388
2026-07-09 09:23,39.95,2.298,11.212,58.465
2026-07-09 09:24,39.74,2.119,11.537,58.39
2026-07-09 09:25,40.32,2.057,11.992,59.571
2026-07-09 09:26,40.21,2.223,11.26,58.717
2026-07-09 09:27,40.2,2.309,11.834,58.596
2026-07-09 09:28,40.63,2.355,11.483,60.15
2026-07-09 09:29,40.45,2.423,11.788,58.9
2026-07-09 09:30,40.48,2.342,11.853,60.154
2026-07-09 09:31,40.54,2.293,11.524,59.771
2026-07-09 09:32,40.75,2.281,11.731,60.34
2026-07-09 09:33,40.74,2.512,11.34,60.529
2026-07-09 09:34,40.22,2.479,11.542,60.479
2026-07-09 09:35,40.18,2.325,11.266,61.396
2026-07-09 09:36,40.98,2.361,12.47,61.56
2026-07-09 09:37,41.1,2.316,12.012,58.616
2026-07-09 09:38,40.84,2.273,11.596,62.831
2026-07-09 09:39,41.55,2.446,12.154,63.744
2026-07-09 09:40,40.59,2.415,11.216,63.206
2026-07-09 09:41,41.05,2.176,11.93,62.799
2026-07-09 09:42,40.33,2.188,11.465,64.245
2026-07-09 09:43,41.32,2.248,11.836,64.255
2026-07-09 09:44,41.27,2.349,12.305,65.465
2026-07-09 09:45,41.24,2.375,11.796,62.203
2026-07-09 09:46,41.08,2.453,11.932,65.468
2026-07-09 09:47,41.52,2.167,12.314,64.246
2026-07-09 09:48,41.24,2.393,12.084,65.082
2026-07-09 09:49,41.8,2.28,12.552,64.626
2026-07-09 09:50,42.07,2.262,11.577,65.244
2026-07-09 09:51,41.34,2.294,11.808,66.703
2026-07-09 09:52,41.86,2.568,11.918,63.701
2026-07-09 09:53,41.78,2.33,11.581,64.901
2026-07-09 09:54,41.75,2.12,11.829,67.094
2026-07-09 09:55,41.94,2.622,12.486,67.919
2026-07-09 09:56,42.19,2.21,11.788,66.075
2026-07-09 09:57,42.02,2.378,12.202,67.353
2026-07-09 09:58,42.11,2.313,11.451,67.908
2026-07-09 09:59,41.85,2.424,12.424,68.076
2026-07-09 10:00,41.88,2.315,11.995,69.165
2026-07-09 10:01,42.17,2.428,12.372,67.871
2026-07-09 10:02,42.49,2.336,11.997,68.421
2026-07-09 10:03,42.0,2.263,12.125,68.538
2026-07-09 10:04,42.29,2.391,12.188,69.132
2026-07-09 10:05,42.53,2.494,12.299,67.61
2026-07-09 10:06,42.6,2.355,12.506,67.737
2026-07-09 10:07,42.51,2.428,12.152,69.682
2026-07-09 10:08,42.06,2.348,12.287,70.068
2026-07-09 10:09,42.84,2.452,12.384,70.547
2026-07-09 10:10,42.38,2.453,12.535,70.823
2026-07-09 10:11,42.31,2.426,12.279,71.314
2026-07-09 10:12,42.72,2.509,12.64,70.389
2026-07-09 10:13,42.35,2.451,12.715,70.7
2026-07-09 10:14,42.28,2.389,12.013,69.587
2026-07-09 10:15,41.92,2.371,12.053,71.534
2026-07-09 10:16,42.31,2.131,12.3,71.996
2026-07-09 10:17,42.39,2.313,12.343,71.345
2026-07-09 10:18,42.6,2.371,12.264,69.9
2026-07-09 10:19,41.98,2.475,11.797,71.327
2026-07-09 10:20,43.34,2.399,12.61,71.667
2026-07-09 10:21,42.76,2.426,11.875,73.091
2026-07-09 10:22,42.55,2.248,12.348,72.565
2026-07-09 10:23,42.57,2.263,13.034,72.503
2026-07-09 10:24,42.88,2.33,12.87,72.861
2026-07-09 10:25,42.79,2.433,12.411,73.431
2026-07-09 10:26,43.15,2.244,12.312,75.323
2026-07-09 10:27,42.98,2.424,12.524,72.163
2026-07-09 10:28,43.07,2.396,12.342,73.984
2026-07-09 10:29,43.15,2.32,12.713,74.042
2026-07-09 10:30,43.23,2.401,12.42,73.556
2026-07-09 10:31,43.4,2.432,12.912,73.548
2026-07-09 10:32,42.86,2.409,12.176,75.464
2026-07-09 10:33,43.29,2.364,13.019,73.861
2026-07-09 10:34,43.51,2.465,12.234,75.338
2026-07-09 10:35,43.91,2.301,12.784,76.908
2026-07-09 10:36,43.49,2.388,12.773,75.016
2026-07-09 10:37,43.8,2.558,12.592,75.499
2026-07-09 10:38,44.11,2.381,12.482,75.828
2026-07-09 10:39,43.91,2.489,13.444,75.922
2026-07-09 10:40,43.4,2.356,12.995,77.998
2026-07-09 10:41,43.73,2.361,13.174,76.114
2026-07-09 10:42,43.72,2.372,13.345,76.215
2026-07-09 10:43,43.74,2.293,12.611,77.642
2026-07-09 10:44,44.2,2.302,12.468,76.892
2026-07-09 10:45,43.58,2.361,12.915,76.919
2026-07-09 10:46,43.64,2.359,12.913,79.941
2026-07-09 10:47,43.69,2.22,12.759,79.182
2026-07-09 10:48,43.93,2.479,13.288,79.217
2026-07-09 10:49,44.12,2.254,12.701,77.159
2026-07-09 10:50,43.65,2.451,12.775,77.818
2026-07-09 10:51,44.44,2.423,12.88,78.239
2026-07-09 10:52,43.9,2.207,12.75,79.808
2026-07-09 10:53,43.56,2.362,13.076,77.722
2026-07-09 10:54,44.17,2.437,13.128,79.589
2026-07-09 10:55,44.15,2.521,12.885,79.589
2026-07-09 10:56,44.28,2.324,13.493,79.13
2026-07-09 10:57,43.88,2.565,12.268,80.027
2026-07-09 10:58,43.61,2.561,13.037,78.383
2026-07-09 10:59,43.78,2.433,13.379,80.64
2026-07-09 11:00,44.12,2.273,13.151,80.929
2026-07-09 11:01,43.82,2.521,12.898,79.547
2026-07-09 11:02,43.86,2.371,12.83,80.416
2026-07-09 11:03,44.31,2.535,12.5,80.739
2026-07-09 11:04,44.38,2.32,12.805,81.567
2026-07-09 11:05,44.37,2.403,12.994,81.065
2026-07-09 11:06,44.6,2.447,13.531,80.64
2026-07-09 11:07,44.09,2.296,13.135,81.954
2026-07-09 11:08,44.08,2.419,12.704,81.222
2026-07-09 11:09,44.1,2.33,13.685,80.006
2026-07-09 11:10,44.69,2.353,13.29,83.382
2026-07-09 11:11,44.07,2.422,12.902,81.614
2026-07-09 11:12,43.9,2.425,13.117,82.113
2026-07-09 11:13,44.39,2.334,12.943,82.194
2026-07-09 11:14,44.35,2.376,12.974,82.106
2026-07-09 11:15,44.1,2.468,12.765,82.717
2026-07-09 11:16,44.0,2.333,13.318,82.494
2026-07-09 11:17,44.21,2.351,13.041,82.58
2026-07-09 11:18,44.21,2.42,13.068,83.225
2026-07-09 11:19,44.38,2.509,13.172,84.34
2026-07-09 11:20,44.49,2.322,13.077,83.913
2026-07-09 11:21,44.8,2.399,13.655,82.465
2026-07-09 11:22,44.31,2.487,13.203,83.536
2026-07-09 11:23,44.43,2.461,13.302,83.652
2026-07-09 11:24,44.47,2.402,13.139,83.465
2026-07-09 11:25,44.42,2.54,13.464,84.737
2026-07-09 11:26,44.85,2.365,13.041,83.44
2026-07-09 11:27,44.42,2.246,13.506,85.057
2026-07-09 11:28,45.07,2.479,13.217,82.998
2026-07-09 11:29,45.05,2.263,13.309,83.933
2026-07-09 11:30,44.87,2.452,13.141,83.569
2026-07-09 11:31,45.13,2.26,13.419,85.245
2026-07-09 11:32,45.07,2.325,12.75,85.097
2026-07-09 11:33,45.15,2.379,13.223,84.908
2026-07-09 11:34,45.27,2.363,12.913,84.975
2026-07-09 11:35,44.37,2.278,12.897,84.633
2026-07-09 11:36,44.88,2.519,13.455,85.232
2026-07-09 11:37,44.9,2.31,13.419,84.466
2026-07-09 11:38,45.05,2.365,13.13,86.311
2026-07-09 11:39,45.05,2.372,13.046,85.545
2026-07-09 11:40,45.01,2.425,13.679,85.157
2026-07-09 11:41,44.64,2.439,12.565,86.372
2026-07-09 11:42,45.12,2.257,13.298,86.482
2026-07-09 11:43,45.13,2.402,13.64,86.513
2026-07-09 11:44,44.98,2.332,13.232,85.151
2026-07-09 11:45,44.97,2.425,13.294,87.055
2026-07-09 11:46,44.84,2.253,13.269,86.245
2026-07-09 11:47,44.98,2.329,12.937,87.648
2026-07-09 11:48,45.0,2.246,13.187,86.935
2026-07-09 11:49,45.34,2.529,13.344,86.088
2026-07-09 11:50,44.98,2.49,13.117,85.329
2026-07-09 11:51,45.12,2.356,12.702,87.659
2026-07-09 11:52,44.93,2.414,12.9,85.789
2026-07-09 11:53,45.31,2.494,13.265,86.795
2026-07-09 11:54,45.06,2.283,13.309,87.452
2026-07-09 11:55,44.9,2.321,13.421,87.723
2026-07-09 11:56,44.88,2.299,13.201,89.009
2026-07-09 11:57,45.21,2.325,14.1,86.736
2026-07-09 11:58,45.24,2.272,13.575,87.285
2026-07-09 11:59,45.03,2.211,13.093,85.621
2026-07-09 12:00,45.06,2.342,13.095,86.836
2026-07-09 12:01,45.65,2.396,13.819,87.146
2026-07-09 12:02,45.09,2.472,13.467,86.617
2026-07-09 12:03,45.21,2.314,13.315,86.149
2026-07-09 12:04,45.81,2.46,13.194,87.998
2026-07-09 12:05,45.3,2.347,13.354,87.323
2026-07-09 12:06,45.58,2.493,13.064,87.396
2026-07-09 12:07,45.97,2.456,14.073,88.674
2026-07-09 12:08,45.04,2.395,12.88,88.189
2026-07-09 12:09,45.74,2.336,13.157,86.343
2026-07-09 12:10,45.99,2.505,13.558,87.767
2026-07-09 12:11,45.61,2.551,13.579,86.491
2026-07-09 12:12,45.22,2.364,12.91,88.296
2026-07-09 12:13,45.31,2.301,13.601,88.142
2026-07-09 12:14,46.06,2.445,13.791,87.319
2026-07-09 12:15,45.45,2.464,13.68,89.122
2026-07-09 12:16,45.99,2.405,13.427,88.623
2026-07-09 12:17,46.38,2.501,13.404,87.356
2026-07-09 12:18,45.8,2.306,13.939,88.147
2026-07-09 12:19,45.88,2.452,13.248,88.372
2026-07-09 12:20,45.82,2.429,13.742,88.091
2026-07-09 12:21,46.0,2.584,12.608,87.931
2026-07-09 12:22,45.39,2.556,13.412,87.056
2026-07-09 12:23,45.83,2.325,13.978,88.274
2026-07-09 12:24,46.56,2.524,13.694,87.745
2026-07-09 12:25,46.46,2.331,13.379,89.464
2026-07-09 12:26,46.1,2.474,13.517,86.66
2026-07-09 12:27,46.39,2.645,13.702,88.509
2026-07-09 12:28,46.34,2.456,13.124,88.248
2026-07-09 12:29,45.85,2.38,14.058,88.569
2026-07-09 12:30,45.69,2.413,13.317,88.159
2026-07-09 12:31,46.27,2.443,13.799,87.701
2026-07-09 12:32,46.1,2.417,13.932,88.182
2026-07-09 12:33,46.53,2.446,13.366,88.393
2026-07-09 12:34,45.82,2.283,13.3,90.546
2026-07-09 12:35,46.54,2.54,13.749,88.999
2026-07-09 12:36,45.96,2.303,13.856,87.913
2026-07-09 12:37,46.42,2.504,13.859,87.785
2026-07-09 12:38,46.28,2.328,13.103,89.167
2026-07-09 12:39,45.82,2.591,13.177,88.637
2026-07-09 12:40,46.29,2.324,13.49,89.468
2026-07-09 12:41,46.28,2.209,13.525,89.523
2026-07-09 12:42,46.03,2.458,13.789,89.194
2026-07-09 12:43,46.44,2.592,14.106,87.541
2026-07-09 12:44,46.13,2.3,13.736,88.825
2026-07-09 12:45,46.83,2.53,13.622,88.723
2026-07-09 12:46,46.85,2.549,14.142,89.225
2026-07-09 12:47,46.24,2.467,13.549,89.854
2026-07-09 12:48,46.45,2.386,14.046,89.388
2026-07-09 12:49,46.64,2.594,13.294,89.315
2026-07-09 12:50,46.95,2.519,13.701,88.171
2026-07-09 12:51,46.56,2.411,13.345,87.77
2026-07-09 12:52,46.64,2.357,13.769,88.927
2026-07-09 12:53,46.79,2.445,13.803,88.613
2026-07-09 12:54,46.59,2.248,13.457,87.726
2026-07-09 12:55,47.0,2.439,13.994,87.769
2026-07-09 12:56,47.17,2.435,13.763,87.513
2026-07-09 12:57,46.55,2.502,13.489,87.31
2026-07-09 12:58,46.51,2.491,14.09,88.153
2026-07-09 12:59,47.21,2.398,14.504,88.105
2026-07-09 13:00,46.85,2.46,14.238,89.174
2026-07-09 13:01,47.03,2.459,14.198,87.962
2026-07-09 13:02,46.87,2.706,14.148,87.842
2026-07-09 13:03,46.46,2.404,13.879,87.972
2026-07-09 13:04,46.86,2.383,13.667,87.475
2026-07-09 13:05,46.59,2.422,14.108,87.87
2026-07-09 13:06,47.18,2.329,14.041,87.419
2026-07-09 13:07,46.85,2.483,14.28,88.775
2026-07-09 13:08,46.94,2.336,14.293,88.598
2026-07-09 13:09,46.99,2.292,13.605,88.222
2026-07-09 13:10,47.01,2.451,13.898,89.072
2026-07-09 13:11,47.1,2.561,14.362,88.248
2026-07-09 13:12,47.04,2.548,14.648,87.132
2026-07-09 13:13,47.34,2.465,13.94,87.264
2026-07-09 13:14,47.16,2.644,13.979,88.552
2026-07-09 13:15,46.78,2.33,13.954,87.449
2026-07-09 13:16,46.96,2.424,13.666,86.769
2026-07-09 13:17,47.2,2.542,14.176,88.0
2026-07-09 13:18,47.0,2.39,14.033,88.419
2026-07-09 13:19,47.23,2.426,14.105,86.612
2026-07-09 13:20,47.54,2.544,14.437,88.173
2026-07-09 13:21,47.3,2.303,13.77,87.286
2026-07-09 13:22,47.42,2.471,14.631,87.486
2026-07-09 13:23,46.94,2.352,13.963,86.154
2026-07-09 13:24,47.41,2.376,14.124,87.579
2026-07-09 13:25,47.49,2.378,14.297,88.237
2026-07-09 13:26,47.02,2.449,13.982,86.468
2026-07-09 13:27,47.18,2.53,14.259,87.992
2026-07-09 13:28,47.78,2.371,14.356,86.569
2026-07-09 13:29,47.4,2.345,14.164,85.915
2026-07-09 13:30,47.59,2.45,14.412,85.977
2026-07-09 13:31,47.4,2.252,13.823,85.54
2026-07-09 13:32,47.5,2.487,14.302,85.958
2026-07-09 13:33,47.05,2.393,13.92,86.158
2026-07-09 13:34,47.43,2.496,14.192,87.17
2026-07-09 13:35,47.58,2.479,14.228,86.379
2026-07-09 13:36,47.79,2.364,13.986,85.862
2026-07-09 13:37,47.68,2.392,13.983,85.403
2026-07-09 13:38,47.64,2.48,13.94,87.05
2026-07-09 13:39,47.14,2.436,14.038,86.253
2026-07-09 13:40,47.34,2.633,14.92,86.043
2026-07-09 13:41,47.03,2.522,13.475,85.765
2026-07-09 13:42,47.38,2.407,14.635,86.338
2026-07-09 13:43,47.52,2.432,13.978,85.232
2026-07-09 13:44,47.27,2.438,14.351,85.783
2026-07-09 13:45,47.28,2.679,14.292,83.543
2026-07-09 13:46,47.21,2.307,13.815,86.362
2026-07-09 13:47,47.58,2.285,14.477,84.918
2026-07-09 13:48,47.55,2.5,14.167,86.071
2026-07-09 13:49,47.89,2.452,14.294,85.511
2026-07-09 13:50,47.51,2.639,14.164,84.836
2026-07-09 13:51,47.42,2.284,14.714,85.602
2026-07-09 13:52,47.62,2.515,14.022,85.72
2026-07-09 13:53,47.82,2.393,14.389,85.636
2026-07-09 13:54,47.49,2.472,14.339,84.044
2026-07-09 13:55,48.04,2.601,14.115,83.039
2026-07-09 13:56,47.26,2.417,14.017,83.119
2026-07-09 13:57,46.83,2.451,14.373,83.269
2026-07-09 13:58,47.44,2.519,13.981,84.108
2026-07-09 13:59,47.91,2.518,13.899,83.786
2026-07-09 14:00,47.44,2.425,13.933,84.9
2026-07-09 14:01,47.08,2.479,14.182,83.705
2026-07-09 14:02,47.31,2.387,13.906,82.901
2026-07-09 14:03,47.08,2.466,13.743,84.107
2026-07-09 14:04,47.83,2.32,14.665,82.942
2026-07-09 14:05,47.73,2.551,14.224,83.298
2026-07-09 14:06,47.7,2.365,14.316,84.041
2026-07-09 14:07,47.92,2.604,14.428,83.448
2026-07-09 14:08,47.76,2.297,14.167,82.664
2026-07-09 14:09,47.44,2.399,13.734,83.208
2026-07-09 14:10,48.02,2.321,14.368,81.469
2026-07-09 14:11,47.67,2.552,14.394,81.866
2026-07-09 14:12,47.93,2.631,13.704,82.228
2026-07-09 14:13,47.9,2.408,14.318,81.025
2026-07-09 14:14,47.71,2.436,13.57,81.191
2026-07-09 14:15,47.91,2.417,14.537,82.725
2026-07-09 14:16,48.26,2.29,14.138,81.632
2026-07-09 14:17,48.01,2.547,14.243,81.739
2026-07-09 14:18,47.8,2.269,14.433,80.347
2026-07-09 14:19,48.27,2.443,14.422,80.899
2026-07-09 14:20,47.65,2.598,14.007,81.2
2026-07-09 14:21,48.11,2.484,14.611,79.782
2026-07-09 14:22,48.14,2.467,14.224,80.273
2026-07-09 14:23,47.84,2.285,14.162,80.801
2026-07-09 14:24,48.46,2.599,14.882,81.05
2026-07-09 14:25,48.28,2.397,13.591,80.105
2026-07-09 14:26,48.04,2.212,14.583,79.527
2026-07-09 14:27,47.77,2.374,13.964,78.827
2026-07-09 14:28,47.92,2.425,14.53,77.988
2026-07-09 14:29,47.73,2.489,14.189,79.956
2026-07-09 14:30,48.07,2.514,14.098,78.903
2026-07-09 14:31,48.6,2.358,14.471,78.686
2026-07-09 14:32,48.11,2.464,14.376,78.065
2026-07-09 14:33,47.84,2.42,14.498,79.668
2026-07-09 14:34,48.19,2.455,14.678,78.359
2026-07-09 14:35,48.52,2.373,14.383,77.392
2026-07-09 14:36,47.68,2.286,14.492,78.335
2026-07-09 14:37,47.95,2.354,14.224,78.906
2026-07-09 14:38,48.23,2.582,14.493,77.681
2026-07-09 14:39,48.16,2.62,14.324,76.795
2026-07-09 14:40,48.48,2.422,14.685,77.952
2026-07-09 14:41,47.61,2.492,13.884,78.509
2026-07-09 14:42,48.04,2.467,14.199,76.332
2026-07-09 14:43,48.32,2.312,14.485,76.213
2026-07-09 14:44,47.89,2.472,13.939,76.491
2026-07-09 14:45,47.65,2.495,13.332,76.085
2026-07-09 14:46,48.04,2.427,14.558,75.916
2026-07-09 14:47,48.24,2.418,14.376,76.963
2026-07-09 14:48,48.5,2.516,14.316,76.41
2026-07-09 14:49,47.99,2.514,14.273,75.897
2026-07-09 14:50,48.03,2.63,14.448,74.224
2026-07-09 14:51,48.0,2.491,14.373,75.389
2026-07-09 14:52,47.58,2.592,14.146,76.083
2026-07-09 14:53,47.87,2.289,14.41,75.139
2026-07-09 14:54,48.06,2.469,13.78,73.981
2026-07-09 14:55,48.04,2.373,14.739,75.549
2026-07-09 14:56,48.09,2.419,14.776,74.236
2026-07-09 14:57,47.86,2.59,14.162,75.39
2026-07-09 14:58,48.0,2.513,14.372,73.474
2026-07-09 14:59,48.2,2.467,14.179,72.788
2026-07-09 15:00,48.25,2.573,13.98,73.246
2026-07-09 15:01,48.13,2.358,14.066,73.609
2026-07-09 15:02,48.22,2.397,14.204,72.489
2026-07-09 15:03,48.09,2.456,14.413,72.188
2026-07-09 15:04,48.09,2.416,14.344,70.961
2026-07-09 15:05,47.99,2.357,14.226,71.555
2026-07-09 15:06,48.35,2.675,14.721,72.06
2026-07-09 15:07,48.24,2.439,14.417,71.361
2026-07-09 15:08,47.81,2.373,14.38,71.137
2026-07-09 15:09,47.91,2.487,14.498,71.563
2026-07-09 15:10,47.84,2.589,14.52,70.555
2026-07-09 15:11,47.86,2.445,14.118,70.475
2026-07-09 15:12,47.78,2.568,14.488,70.066
2026-07-09 15:13,47.83,2.278,14.335,70.817
2026-07-09 15:14,48.17,2.66,15.265,69.358
2026-07-09 15:15,47.75,2.738,14.082,70.624
2026-07-09 15:16,47.8,2.435,13.822,69.179
2026-07-09 15:17,48.1,2.235,14.314,71.419
2026-07-09 15:18,48.06,2.419,13.474,68.353
2026-07-09 15:19,48.15,2.459,14.285,69.428
2026-07-09 15:20,47.9,2.525,13.851,68.551
2026-07-09 15:21,47.48,2.37,14.164,68.77
2026-07-09 15:22,48.09,2.373,14.627,68.34
2026-07-09 15:23,48.3,2.521,14.831,67.246
2026-07-09 15:24,47.63,2.54,14.666,67.431
2026-07-09 15:25,48.27,2.392,14.243,68.642
2026-07-09 15:26,47.91,2.619,14.447,66.404
2026-07-09 15:27,47.61,2.553,14.311,66.667
2026-07-09 15:28,47.71,2.627,14.237,66.307
2026-07-09 15:29,48.32,2.498,14.622,67.171
2026-07-09 15:30,48.1,2.45,14.036,65.201
2026-07-09 15:31,47.86,2.455,14.177,66.799
2026-07-09 15:32,48.12,2.434,14.302,65.433
2026-07-09 15:33,47.62,2.45,14.278,65.89
2026-07-09 15:34,47.87,2.419,14.094,64.284
2026-07-09 15:35,47.91,2.497,14.313,64.296
2026-07-09 15:36,47.87,2.408,13.978,64.338
2026-07-09 15:37,47.91,2.446,13.97,66.709
2026-07-09 15:38,47.31,2.394,14.118,65.785
2026-07-09 15:39,47.92,2.55,14.299,62.393
2026-07-09 15:40,47.91,2.675,14.05,64.704
2026-07-09 15:41,48.15,2.476,14.602,63.941
2026-07-09 15:42,47.82,2.391,14.19,62.58
2026-07-09 15:43,47.38,2.465,14.377,63.995
2026-07-09 15:44,47.9,2.442,14.187,62.959
2026-07-09 15:45,47.98,2.325,14.705,62.741
2026-07-09 15:46,47.96,2.433,14.866,61.241
2026-07-09 15:47,48.33,2.491,14.287,61.272
2026-07-09 15:48,48.17,2.534,14.512,62.168
2026-07-09 15:49,47.76,2.564,13.553,61.811
2026-07-09 15:50,47.71,2.366,14.147,60.708
2026-07-09 15:51,47.56,2.528,13.992,60.419
2026-07-09 15:52,47.72,2.508,13.812,61.741
2026-07-09 15:53,47.69,2.431,13.962,60.038
2026-07-09 15:54,48.16,2.44,14.25,58.37
2026-07-09 15:55,47.56,2.36,14.177,60.321
2026-07-09 15:56,48.45,2.544,14.313,58.73
2026-07-09 15:57,48.08,2.557,14.514,57.544
2026-07-09 15:58,48.2,2.411,14.345,60.936
2026-07-09 15:59,48.17,2.647,14.588,58.132
2026-07-09 16:00,47.45,2.513,14.286,59.297
2026-07-09 16:01,47.64,2.248,13.91,58.458
2026-07-09 16:02,47.66,2.636,13.749,57.541
2026-07-09 16:03,47.67,2.493,14.218,56.363
2026-07-09 16:04,47.85,2.466,14.466,56.847
2026-07-09 16:05,47.36,2.342,13.669,56.941
2026-07-09 16:06,47.22,2.514,13.746,57.042
2026-07-09 16:07,47.89,2.492,14.498,56.329
2026-07-09 16:08,47.59,2.62,14.121,57.719
2026-07-09 16:09,47.93,2.44,14.01,55.729
2026-07-09 16:10,47.43,2.424,14.148,55.428
2026-07-09 16:11,47.18,2.57,13.993,54.188
2026-07-09 16:12,47.1,2.47,13.631,53.555
2026-07-09 16:13,48.01,2.547,14.004,54.409
2026-07-09 16:14,46.88,2.297,13.865,55.075
2026-07-09 16:15,47.04,2.492,14.119,53.33
2026-07-09 16:16,47.29,2.559,14.173,54.712
2026-07-09 16:17,46.83,2.484,14.285,54.473
2026-07-09 16:18,47.14,2.511,14.233,52.727
2026-07-09 16:19,46.96,2.354,14.034,53.786
2026-07-09 16:20,47.67,2.602,13.888,52.424
2026-07-09 16:21,47.45,2.521,13.868,52.988
2026-07-09 16:22,47.45,2.205,14.053,51.383
2026-07-09 16:23,47.25,2.226,13.633,51.219
2026-07-09 16:24,47.65,2.521,14.606,50.705
2026-07-09 16:25,47.29,2.338,13.947,50.791
2026-07-09 16:26,47.4,2.393,13.93,49.232
2026-07-09 16:27,47.27,2.442,14.208,50.079
2026-07-09 16:28,47.07,2.407,14.041,49.723
2026-07-09 16:29,46.85,2.396,13.374,49.416
2026-07-09 16:30,47.25,2.429,13.969,50.285
2026-07-09 16:31,47.23,2.373,14.114,49.14
2026-07-09 16:32,47.15,2.378,13.64,48.582
2026-07-09 16:33,47.03,2.38,13.58,48.976
2026-07-09 16:34,46.96,2.41,14.209,48.172
2026-07-09 16:35,46.72,2.49,13.811,48.537
2026-07-09 16:36,46.79,2.316,13.816,47.433
2026-07-09 16:37,47.2,2.547,13.411,45.705
2026-07-09 16:38,46.83,2.705,13.536,46.919
2026-07-09 16:39,46.74,2.546,14.139,46.854
2026-07-09 16:40,47.14,2.302,13.946,45.992
2026-07-09 16:41,46.59,2.332,13.824,46.273
2026-07-09 16:42,47.02,2.584,14.35,46.801
2026-07-09 16:43,46.55,2.477,13.395,45.237
2026-07-09 16:44,46.78,2.401,14.394,44.966
2026-07-09 16:45,46.81,2.446,13.777,44.311
2026-07-09 16:46,46.46,2.49,13.795,44.377
2026-07-09 16:47,46.58,2.235,13.928,43.291
2026-07-09 16:48,46.78,2.532,13.639,43.329
2026-07-09 16:49,46.46,2.514,13.891,43.197
2026-07-09 16:50,46.58,2.365,13.757,42.876
2026-07-09 16:51,46.86,2.377,14.14,42.955
2026-07-09 16:52,46.98,2.305,13.53,42.024
2026-07-09 16:53,46.38,2.315,13.738,41.268
2026-07-09 16:54,46.83,2.336,14.072,42.195
2026-07-09 16:55,46.99,2.419,13.899,42.152
2026-07-09 16:56,46.4,2.521,13.573,42.462
2026-07-09 16:57,46.66,2.433,14.262,40.595
2026-07-09 16:58,46.63,2.559,14.299,41.704
2026-07-09 16:59,46.5,2.382,13.72,39.702
2026-07-09 17:00,46.23,2.657,13.698,39.883
2026-07-09 17:01,46.67,2.492,14.185,40.184
2026-07-09 17:02,46.21,2.348,13.553,40.202
2026-07-09 17:03,46.42,2.504,13.61,40.083
2026-07-09 17:04,46.46,2.427,13.812,38.283
2026-07-09 17:05,46.36,2.517,13.657,39.064
2026-07-09 17:06,46.08,2.423,13.742,37.829
2026-07-09 17:07,46.1,2.44,13.192,38.272
2026-07-09 17:08,46.28,2.369,13.781,36.819
2026-07-09 17:09,46.37,2.294,13.535,36.902
2026-07-09 17:10,45.83,2.358,13.217,38.439
